5680, 1000, 0, 0, 919.461, 430.113, 0.522768, 57.5099, 113.126, 185.715, 19.3726, 13.471, 496.715, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.17644, 0.143233, 16.6054, 16.6054, 16.4622, 16.2313, 3.29387, 16.6054, 16.6054, 13.3115
5760, 1000, 0, 0, 919.591, 430.143, 0.521259, 57.5133, 113.129, 185.583, 19.3027, 13.4729, 496.787, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.17623, 0.143213, 16.6054, 16.6054, 16.4622, 16.2289, 3.2935, 16.6054, 16.6054, 13.3119
5840, 1000, 0, 0, 919.71, 430.171, 0.519884, 57.5163, 113.131, 185.46, 19.2389, 13.4747, 496.852, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.17604, 0.143195, 16.6054, 16.6054, 16.4622, 16.2268, 3.29315, 16.6054, 16.6054, 13.3122
5920, 1000, 0, 0, 919.818, 430.196, 0.518633, 57.5191, 113.134, 185.347, 19.1807, 13.4763, 496.911, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.17587, 0.143178, 16.6054, 16.6054, 16.4622, 16.2249, 3.29284, 16.6054, 16.6054, 13.3126
6000, 1000, 0, 0, 919.916, 430.219, 0.517493, 57.5216, 113.136, 185.242, 19.1276, 13.4777, 496.964, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.17571, 0.143163, 16.6054, 16.6054, 16.4622, 16.2231, 3.29255, 16.6054, 16.6054, 13.3128
6080, 1000, 0, 0, 920.005, 430.24, 0.516455, 57.5239, 113.138, 185.144, 19.0791, 13.4791, 497.013, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.17557, 0.143149, 16.6054, 16.6054, 16.4622, 16.2215, 3.2923, 16.6054, 16.6054, 13.3131
6160, 1000, 0, 0, 920.086, 430.258, 0.515511, 57.526, 113.14, 185.055, 19.0349, 13.4803, 497.058, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.17544, 0.143137, 16.6054, 16.6054, 16.4623, 16.22, 3.29206, 16.6054, 16.6054, 13.3133
6240, 1000, 0, 0, 920.159, 430.275, 0.51465, 57.5279, 113.142, 184.972, 18.9945, 13.4813, 497.098, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.17533, 0.143125, 16.6054, 16.6054, 16.4623, 16.2187, 3.29185, 16.6054, 16.6054, 13.3135
6320, 1000, 0, 0, 920.226, 430.291, 0.513867, 57.5296, 113.143, 184.895, 18.9577, 13.4823, 497.135, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.17522, 0.143115, 16.6054, 16.6054, 16.4623, 16.2175, 3.29165, 16.6054, 16.6054, 13.3137
6400, 1000, 0, 0, 920.286, 430.305, 0.513154, 57.5312, 113.144, 184.824, 18.924, 13.4832, 497.168, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.17512, 0.143106, 16.6054, 16.6054, 16.4623, 16.2164, 3.29148, 16.6054, 16.6054, 13.3139
6480, 1000, 0, 0, 920.342, 430.318, 0.512505, 57.5326, 113.146, 184.759, 18.8934, 13.484, 497.198, 50, 272.667, 16.6054, 16.6054, 16.6054, 272.667, 16.6054, 16.6054, 16.6054, 1.17503, 0.143097, 16.6054, 16.6054, 16.4623, 16.2154, 3.29132, 16.6054, 16.6054, 13.3141
